Planet,Mission,Mission Type,Rotation,Item,Droprate,Droprate Category
Ceres,Thon ,(Caches),C,2X Orokin Cell,4.4,Rare
Ceres,Thon ,(Caches),C,2X Gallium,4.4,Rare
Ceres,Thon ,(Caches),C,2X Neurodes,4.4,Rare
Ceres,Thon ,(Caches),C,Tellurium,4.4,Rare
Ceres,Thon ,(Caches),C,Argon Crystal,1,Ultra Rare
Ceres,Thon ,(Caches),C,Nitain Extract,1,Ultra Rare
Ceres,Thon ,(Caches),C,Xiphos Engines Blueprint,0.5,Legendary
Ceres,Bode ,(Spy),A,Vitality,9.09,Rare
Ceres,Bode ,(Spy),A,Magazine Warp,9.09,Rare
Ceres,Bode ,(Spy),A,Trick Mag,9.09,Rare
Ceres,Bode ,(Spy),A,Pressure Point,9.09,Rare
Ceres,Bode ,(Spy),A,Ammo Drum,9.09,Rare
Ceres,Bode ,(Spy),A,Fast Hands,9.09,Rare
Ceres,Bode ,(Spy),A,Point Strike,9.09,Rare
Ceres,Bode ,(Spy),A,Piercing Hit,9.09,Rare
Ceres,Bode ,(Spy),A,Pistol Gambit,9.09,Rare
Ceres,Bode ,(Spy),A,Blunderbuss,9.09,Rare
Ceres,Bode ,(Spy),A,15 Endo,9.09,Rare
Ceres,Bode ,(Spy),B,Speed Trigger,5.56,Rare
Ceres,Bode ,(Spy),B,Fast Deflection,5.56,Rare
Ceres,Bode ,(Spy),B,Rush,5.56,Rare
Ceres,Bode ,(Spy),B,Target Cracker,5.56,Rare
Ceres,Bode ,(Spy),B,No Return,5.56,Rare
Ceres,Bode ,(Spy),B,Serration,5.56,Rare
Ceres,Bode ,(Spy),B,Hornet Strike,5.56,Rare
Ceres,Bode ,(Spy),B,Reflex Coil,5.56,Rare
Ceres,Bode ,(Spy),B,Deep Freeze,5.56,Rare
Ceres,Bode ,(Spy),B,North Wind,5.56,Rare
Ceres,Bode ,(Spy),B,Cryo Rounds,5.56,Rare
Ceres,Bode ,(Spy),B,Hell's Chamber,5.56,Rare
Ceres,Bode ,(Spy),B,Streamline,5.56,Rare
Ceres,Bode ,(Spy),B,Shocking Touch,5.56,Rare
Ceres,Bode ,(Spy),B,Stormbringer,5.56,Rare
Ceres,Bode ,(Spy),B,Point Blank,5.56,Rare
Ceres,Bode ,(Spy),B,Fury,5.56,Rare
Ceres,Bode ,(Spy),B,50 Endo,5.56,Rare
Ceres,Bode ,(Spy),C,Metal Auger,5.64,Rare
Ceres,Bode ,(Spy),C,Rime Rounds,5.64,Rare
Ceres,Bode ,(Spy),C,Scattering Inferno,5.64,Rare
Ceres,Bode ,(Spy),C,80 Endo,9.68,Rare
Ceres,Bode ,(Spy),C,Ivara Chassis Blueprint,5.64,Rare
Ceres,Bode ,(Spy),C,Meso T1 Relic,9.68,Rare
Ceres,Bode ,(Spy),C,Meso Z1 Relic,9.68,Rare
Ceres,Bode ,(Spy),C,Meso B2 Relic,9.68,Rare
Ceres,Bode ,(Spy),C,Meso S8 Relic,9.68,Rare
Ceres,Bode ,(Spy),C,Meso T3 Relic,9.68,Rare
Ceres,Bode ,(Spy),C,Meso D3 Relic,9.68,Rare
Ceres,Bode ,(Spy),C,Meso R1 Relic,9.68,Rare
Ceres,Bode ,(Spy),A,Synthula,9.09,Rare
Ceres,Bode ,(Spy),A,Lith H2 Relic,9.09,Rare
Ceres,Bode ,(Spy),A,Lith P1 Relic,9.09,Rare
Ceres,Bode ,(Spy),A,Lith O1 Relic,9.09,Rare
Ceres,Bode ,(Spy),A,Lith Z2 Relic,9.09,Rare
Ceres,Bode ,(Spy),A,Lith C3 Relic,9.09,Rare
Ceres,Bode ,(Spy),A,Lith B5 Relic,9.09,Rare
Ceres,Bode ,(Spy),B,Reflex Coil,8.33,Rare
Ceres,Bode ,(Spy),B,Cryo Rounds,8.33,Rare
Ceres,Bode ,(Spy),B,Hell's Chamber,8.33,Rare
Ceres,Bode ,(Spy),B,Shocking Touch,8.33,Rare
Ceres,Bode ,(Spy),B,50 Endo,8.33,Rare
Ceres,Bode ,(Spy),B,Meso T1 Relic,8.33,Rare
Ceres,Bode ,(Spy),B,Meso R1 Relic,8.33,Rare
Ceres,Bode ,(Spy),B,Meso Z1 Relic,8.33,Rare
Ceres,Bode ,(Spy),B,Meso B2 Relic,8.33,Rare
Ceres,Bode ,(Spy),B,Meso S8 Relic,8.33,Rare
Ceres,Bode ,(Spy),B,Meso T3 Relic,8.33,Rare
Ceres,Bode ,(Spy),B,Meso D3 Relic,8.33,Rare
Ceres,Bode ,(Spy),C,Metal Auger,8.33,Rare
Ceres,Bode ,(Spy),C,Ravage,8.33,Rare
Ceres,Bode ,(Spy),C,Continuity,8.33,Rare
Ceres,Bode ,(Spy),C,Master Thief,8.33,Rare
Ceres,Bode ,(Spy),C,80 Endo,8.33,Rare
Ceres,Bode ,(Spy),C,Meso T1 Relic,8.33,Rare
Ceres,Bode ,(Spy),C,Meso Z1 Relic,8.33,Rare
Ceres,Bode ,(Spy),C,Meso B2 Relic,8.33,Rare
Ceres,Bode ,(Spy),C,Meso S8 Relic,8.33,Rare
Ceres,Bode ,(Spy),C,Meso T3 Relic,8.33,Rare
Ceres,Bode ,(Spy),C,Meso D3 Relic,8.33,Rare
Ceres,Bode ,(Spy),C,Meso R1 Relic,8.33,Rare
Ceres,Lex ,(Capture),,Vitality,10.84,Uncommon
Ceres,Lex ,(Capture),,Fast Deflection,10.84,Uncommon
Ceres,Lex ,(Capture),,Rush,11.06,Uncommon
Ceres,Lex ,(Capture),,Magazine Warp,10.84,Uncommon
Ceres,Lex ,(Capture),,Trick Mag,10.84,Uncommon
Ceres,Lex ,(Capture),,Pressure Point,0.34,Legendary
Ceres,Lex ,(Capture),,Ammo Drum,11.06,Uncommon
Ceres,Lex ,(Capture),,Fast Hands,10.84,Uncommon
Ceres,Lex ,(Capture),,Quickdraw,10.84,Uncommon
Ceres,Lex ,(Capture),,Health Restore (Large),10.84,Uncommon
Ceres,Lex ,(Capture),,Omni Ammo Box,0.34,Legendary
Ceres,Lex ,(Capture),,North Wind,0.34,Legendary
Ceres,Lex ,(Capture),,Shocking Touch,0.34,Legendary
Ceres,Lex ,(Capture),,Molten Impact,0.34,Legendary
Ceres,Lex ,(Capture),,Stretch,0.34,Legendary
Ceres,Nuovo ,(Rescue),B,Vapor Specter Blueprint,100,Very Common
Ceres,Nuovo ,(Rescue),C,Phase Specter Blueprint,100,Very Common
Ceres,Nuovo ,(Rescue),A,Synthula,14.29,Uncommon
Ceres,Nuovo ,(Rescue),A,1500 Credits Cache,14.29,Uncommon
Ceres,Nuovo ,(Rescue),A,50 Endo,14.29,Uncommon
Ceres,Nuovo ,(Rescue),A,80 Endo,14.29,Uncommon
Ceres,Nuovo ,(Rescue),A,Reflection,14.29,Uncommon
Ceres,Nuovo ,(Rescue),A,Reflex Guard,14.29,Uncommon
Ceres,Nuovo ,(Rescue),A,Parry,14.29,Uncommon
Ceres,Nuovo ,(Rescue),B,Lith H2 Relic,16.67,Uncommon
Ceres,Nuovo ,(Rescue),B,Lith P1 Relic,16.67,Uncommon
Ceres,Nuovo ,(Rescue),B,Lith O1 Relic,16.67,Uncommon
Ceres,Nuovo ,(Rescue),B,Lith Z2 Relic,16.67,Uncommon
Ceres,Nuovo ,(Rescue),B,Lith C3 Relic,16.67,Uncommon
Ceres,Nuovo ,(Rescue),B,Lith B5 Relic,16.67,Uncommon
Ceres,Nuovo ,(Rescue),C,2000 Credits Cache,9.09,Rare
Ceres,Nuovo ,(Rescue),C,3000 Credits Cache,9.09,Rare
Ceres,Nuovo ,(Rescue),C,Reflection,9.09,Rare
Ceres,Nuovo ,(Rescue),C,Parry,9.09,Rare
Ceres,Nuovo ,(Rescue),C,Heavy Impact,9.09,Rare
Ceres,Nuovo ,(Rescue),C,Serration,9.09,Rare
Ceres,Nuovo ,(Rescue),C,Hornet Strike,9.09,Rare
Ceres,Nuovo ,(Rescue),C,Metal Auger,9.09,Rare
Ceres,Nuovo ,(Rescue),C,Volcanic Edge,9.09,Rare
Ceres,Nuovo ,(Rescue),C,Vicious Frost,9.09,Rare
Ceres,Nuovo ,(Rescue),C,Ivara Systems Blueprint,9.09,Rare
Ceres,Exta ,(Assassination),,Miter Barrel,16.67,Uncommon
Ceres,Exta ,(Assassination),,Miter Blade,16.67,Uncommon
Ceres,Exta ,(Assassination),,Miter Handle,16.67,Uncommon
Ceres,Exta ,(Assassination),,Miter Chassis,16.67,Uncommon
Ceres,Exta ,(Assassination),,Miter Blueprint,16.67,Uncommon
Ceres,Exta ,(Assassination),,Twin Gremlins Blueprint,16.67,Uncommon
Ceres,Exta ,(Assassination) Extra,,Frost Neuroptics Blueprint,38.72,Common
Ceres,Exta ,(Assassination) Extra,,Frost Chassis Blueprint,38.72,Common
Ceres,Exta ,(Assassination) Extra,,Frost Systems Blueprint,22.56,Uncommon
Ceres,Casta ,(Defense),A,Synthula,9.09,Rare
Ceres,Casta ,(Defense),A,Magazine Warp,9.09,Rare
Ceres,Casta ,(Defense),A,Trick Mag,9.09,Rare
Ceres,Casta ,(Defense),A,Pressure Point,9.09,Rare
Ceres,Casta ,(Defense),A,Ammo Drum,9.09,Rare
Ceres,Casta ,(Defense),A,Lith H2 Relic,9.09,Rare
Ceres,Casta ,(Defense),A,Lith P1 Relic,9.09,Rare
Ceres,Casta ,(Defense),A,Lith O1 Relic,9.09,Rare
Ceres,Casta ,(Defense),A,Lith Z2 Relic,9.09,Rare
Ceres,Casta ,(Defense),A,Lith C3 Relic,9.09,Rare
Ceres,Casta ,(Defense),A,Lith B5 Relic,9.09,Rare
Ceres,Casta ,(Defense),B,Reflex Coil,8.33,Rare
Ceres,Casta ,(Defense),B,Cryo Rounds,8.33,Rare
Ceres,Casta ,(Defense),B,Hell's Chamber,8.33,Rare
Ceres,Casta ,(Defense),B,Shocking Touch,8.33,Rare
Ceres,Casta ,(Defense),B,50 Endo,8.33,Rare
Ceres,Casta ,(Defense),B,Meso T1 Relic,8.33,Rare
Ceres,Casta ,(Defense),B,Meso R1 Relic,8.33,Rare
Ceres,Casta ,(Defense),B,Meso Z1 Relic,8.33,Rare
Ceres,Casta ,(Defense),B,Meso B2 Relic,8.33,Rare
Ceres,Casta ,(Defense),B,Meso S8 Relic,8.33,Rare
Ceres,Casta ,(Defense),B,Meso T3 Relic,8.33,Rare
Ceres,Casta ,(Defense),B,Meso D3 Relic,8.33,Rare
Ceres,Casta ,(Defense),C,Metal Auger,8.33,Rare
Ceres,Casta ,(Defense),C,Ravage,8.33,Rare
Ceres,Casta ,(Defense),C,Continuity,8.33,Rare
Ceres,Casta ,(Defense),C,Master Thief,8.33,Rare
Ceres,Casta ,(Defense),C,80 Endo,8.33,Rare
Ceres,Casta ,(Defense),C,Meso T1 Relic,8.33,Rare
Ceres,Casta ,(Defense),C,Meso Z1 Relic,8.33,Rare
Ceres,Casta ,(Defense),C,Meso B2 Relic,8.33,Rare
Ceres,Casta ,(Defense),C,Meso S8 Relic,8.33,Rare
Ceres,Casta ,(Defense),C,Meso T3 Relic,8.33,Rare
Ceres,Casta ,(Defense),C,Meso D3 Relic,8.33,Rare
Ceres,Casta ,(Defense),C,Meso R1 Relic,8.33,Rare
Ceres,Cinxia ,(Interception),A,Vitality,10,Uncommon
Ceres,Cinxia ,(Interception),A,Magazine Warp,10,Uncommon
Ceres,Cinxia ,(Interception),A,Trick Mag,10,Uncommon
Ceres,Cinxia ,(Interception),A,Synthula,10,Uncommon
Ceres,Cinxia ,(Interception),A,Lith H2 Relic,10,Uncommon
Ceres,Cinxia ,(Interception),A,Lith P1 Relic,10,Uncommon
Ceres,Cinxia ,(Interception),A,Lith O1 Relic,10,Uncommon
Ceres,Cinxia ,(Interception),A,Lith Z2 Relic,10,Uncommon
Ceres,Cinxia ,(Interception),A,Lith C3 Relic,10,Uncommon
Ceres,Cinxia ,(Interception),A,Lith B5 Relic,10,Uncommon
Ceres,Cinxia ,(Interception),B,Speed Trigger,5.88,Rare
Ceres,Cinxia ,(Interception),B,Fast Deflection,5.88,Rare
Ceres,Cinxia ,(Interception),B,Rush,5.88,Rare
Ceres,Cinxia ,(Interception),B,Target Cracker,5.88,Rare
Ceres,Cinxia ,(Interception),B,No Return,5.88,Rare
Ceres,Cinxia ,(Interception),B,Serration,5.88,Rare
Ceres,Cinxia ,(Interception),B,Hornet Strike,5.88,Rare
Ceres,Cinxia ,(Interception),B,Reflex Coil,5.88,Rare
Ceres,Cinxia ,(Interception),B,Deep Freeze,5.88,Rare
Ceres,Cinxia ,(Interception),B,North Wind,5.88,Rare
Ceres,Cinxia ,(Interception),B,Meso T1 Relic,5.88,Rare
Ceres,Cinxia ,(Interception),B,Meso Z1 Relic,5.88,Rare
Ceres,Cinxia ,(Interception),B,Meso B2 Relic,5.88,Rare
Ceres,Cinxia ,(Interception),B,Meso S8 Relic,5.88,Rare
Ceres,Cinxia ,(Interception),B,Meso T3 Relic,5.88,Rare
Ceres,Cinxia ,(Interception),B,Meso D3 Relic,5.88,Rare
Ceres,Cinxia ,(Interception),B,Meso R1 Relic,5.88,Rare
Ceres,Cinxia ,(Interception),C,Natural Talent,2.58,Rare
Ceres,Cinxia ,(Interception),C,Meso T1 Relic,13.92,Uncommon
Ceres,Cinxia ,(Interception),C,Meso Z1 Relic,13.92,Uncommon
Ceres,Cinxia ,(Interception),C,Meso B2 Relic,13.92,Uncommon
Ceres,Cinxia ,(Interception),C,Meso S8 Relic,13.92,Uncommon
Ceres,Cinxia ,(Interception),C,Meso T3 Relic,13.92,Uncommon
Ceres,Cinxia ,(Interception),C,Meso D3 Relic,13.92,Uncommon
Ceres,Cinxia ,(Interception),C,Meso R1 Relic,13.92,Uncommon
Ceres,Cinxia ,(Interception),A,Synthula,9.09,Rare
Ceres,Cinxia ,(Interception),A,Magazine Warp,9.09,Rare
Ceres,Cinxia ,(Interception),A,Trick Mag,9.09,Rare
Ceres,Cinxia ,(Interception),A,Pressure Point,9.09,Rare
Ceres,Cinxia ,(Interception),A,Ammo Drum,9.09,Rare
Ceres,Cinxia ,(Interception),A,Lith H2 Relic,9.09,Rare
Ceres,Cinxia ,(Interception),A,Lith P1 Relic,9.09,Rare
Ceres,Cinxia ,(Interception),A,Lith O1 Relic,9.09,Rare
Ceres,Cinxia ,(Interception),A,Lith Z2 Relic,9.09,Rare
Ceres,Cinxia ,(Interception),A,Lith C3 Relic,9.09,Rare
Ceres,Cinxia ,(Interception),A,Lith B5 Relic,9.09,Rare
Ceres,Cinxia ,(Interception),B,Reflex Coil,8.33,Rare
Ceres,Cinxia ,(Interception),B,Cryo Rounds,8.33,Rare
Ceres,Cinxia ,(Interception),B,Hell's Chamber,8.33,Rare
Ceres,Cinxia ,(Interception),B,Shocking Touch,8.33,Rare
Ceres,Cinxia ,(Interception),B,50 Endo,8.33,Rare
Ceres,Cinxia ,(Interception),B,Meso T1 Relic,8.33,Rare
Ceres,Cinxia ,(Interception),B,Meso R1 Relic,8.33,Rare
Ceres,Cinxia ,(Interception),B,Meso Z1 Relic,8.33,Rare
Ceres,Cinxia ,(Interception),B,Meso B2 Relic,8.33,Rare
Ceres,Cinxia ,(Interception),B,Meso S8 Relic,8.33,Rare
Ceres,Cinxia ,(Interception),B,Meso T3 Relic,8.33,Rare
Ceres,Cinxia ,(Interception),B,Meso D3 Relic,8.33,Rare
Ceres,Cinxia ,(Interception),C,Metal Auger,8.33,Rare
Ceres,Cinxia ,(Interception),C,Ravage,8.33,Rare
Ceres,Cinxia ,(Interception),C,Continuity,8.33,Rare
Ceres,Cinxia ,(Interception),C,Master Thief,8.33,Rare
Ceres,Cinxia ,(Interception),C,80 Endo,8.33,Rare
Ceres,Cinxia ,(Interception),C,Meso T1 Relic,8.33,Rare
Ceres,Cinxia ,(Interception),C,Meso Z1 Relic,8.33,Rare
Ceres,Cinxia ,(Interception),C,Meso B2 Relic,8.33,Rare
Ceres,Cinxia ,(Interception),C,Meso S8 Relic,8.33,Rare
Ceres,Cinxia ,(Interception),C,Meso T3 Relic,8.33,Rare
Ceres,Cinxia ,(Interception),C,Meso D3 Relic,8.33,Rare
Ceres,Cinxia ,(Interception),C,Meso R1 Relic,8.33,Rare
Ceres,Draco ,(Survival),A,1500 Credits Cache,16.67,Uncommon
Ceres,Draco ,(Survival),A,2000 Credits Cache,16.67,Uncommon
Ceres,Draco ,(Survival),A,2500 Credits Cache,16.67,Uncommon
Ceres,Draco ,(Survival),A,15 Endo,16.67,Uncommon
Ceres,Draco ,(Survival),A,50 Endo,16.67,Uncommon
Ceres,Draco ,(Survival),A,80 Endo,16.67,Uncommon
Ceres,Draco ,(Survival),B,Provoked,7.14,Rare
Ceres,Draco ,(Survival),B,Steel Fiber,7.14,Rare
Ceres,Draco ,(Survival),B,Serration,7.14,Rare
Ceres,Draco ,(Survival),B,Hornet Strike,7.14,Rare
Ceres,Draco ,(Survival),B,Fast Deflection,7.14,Rare
Ceres,Draco ,(Survival),B,Charged Shell,7.14,Rare
Ceres,Draco ,(Survival),B,Vital Sense,7.14,Rare
Ceres,Draco ,(Survival),B,Meso T1 Relic,7.14,Rare
Ceres,Draco ,(Survival),B,Meso Z1 Relic,7.14,Rare
Ceres,Draco ,(Survival),B,Meso B2 Relic,7.14,Rare
Ceres,Draco ,(Survival),B,Meso S8 Relic,7.14,Rare
Ceres,Draco ,(Survival),B,Meso T3 Relic,7.14,Rare
Ceres,Draco ,(Survival),B,Meso D3 Relic,7.14,Rare
Ceres,Draco ,(Survival),B,Meso R1 Relic,7.14,Rare
Ceres,Draco ,(Survival),C,Neo S7 Relic,8.6,Rare
Ceres,Draco ,(Survival),C,Neo M1 Relic,8.6,Rare
Ceres,Draco ,(Survival),C,Neo L1 Relic,8.6,Rare
Ceres,Draco ,(Survival),C,Neo N8 Relic,8.6,Rare
Ceres,Draco ,(Survival),C,Cleanse Corpus,3.76,Rare
Ceres,Draco ,(Survival),C,Pistol Ammo Mutation,3.76,Rare
Ceres,Draco ,(Survival),C,Arrow Mutation,3.76,Rare
Ceres,Draco ,(Survival),C,Rifle Ammo Mutation,3.76,Rare
Ceres,Draco ,(Survival),C,Sniper Ammo Mutation,3.76,Rare
Ceres,Draco ,(Survival),C,Shotgun Ammo Mutation,3.76,Rare
Ceres,Draco ,(Survival),C,Neo B5 Relic,8.6,Rare
Ceres,Draco ,(Survival),C,Neo K2 Relic,8.6,Rare
Ceres,Draco ,(Survival),C,Neo G1 Relic,8.6,Rare
Ceres,Draco ,(Survival),C,Neo A2 Relic,8.6,Rare
Ceres,Draco ,(Survival),C,Neo H2 Relic,8.6,Rare
Ceres,Gabii ,(Survival),A,500 Credits Cache,14.29,Uncommon
Ceres,Gabii ,(Survival),A,1000 Credits Cache,14.29,Uncommon
Ceres,Gabii ,(Survival),A,1500 Credits Cache,14.29,Uncommon
Ceres,Gabii ,(Survival),A,2000 Credits Cache,14.29,Uncommon
Ceres,Gabii ,(Survival),A,15 Endo,14.29,Uncommon
Ceres,Gabii ,(Survival),A,50 Endo,14.29,Uncommon
Ceres,Gabii ,(Survival),A,80 Endo,14.29,Uncommon
Ceres,Gabii ,(Survival),B,Lith H2 Relic,8.33,Rare
Ceres,Gabii ,(Survival),B,Parry,8.33,Rare
Ceres,Gabii ,(Survival),B,Steel Fiber,8.33,Rare
Ceres,Gabii ,(Survival),B,Serration,8.33,Rare
Ceres,Gabii ,(Survival),B,Incendiary Coat,8.33,Rare
Ceres,Gabii ,(Survival),B,Hornet Strike,8.33,Rare
Ceres,Gabii ,(Survival),B,Intensify,8.33,Rare
Ceres,Gabii ,(Survival),B,Lith P1 Relic,8.33,Rare
Ceres,Gabii ,(Survival),B,Lith O1 Relic,8.33,Rare
Ceres,Gabii ,(Survival),B,Lith Z2 Relic,8.33,Rare
Ceres,Gabii ,(Survival),B,Lith C3 Relic,8.33,Rare
Ceres,Gabii ,(Survival),B,Lith B5 Relic,8.33,Rare
Ceres,Gabii ,(Survival),C,Lith H2 Relic,12.91,Uncommon
Ceres,Gabii ,(Survival),C,True Punishment,11.28,Uncommon
Ceres,Gabii ,(Survival),C,Quickening,11.28,Uncommon
Ceres,Gabii ,(Survival),C,Lith P1 Relic,12.91,Uncommon
Ceres,Gabii ,(Survival),C,Lith O1 Relic,12.91,Uncommon
Ceres,Gabii ,(Survival),C,Lith Z2 Relic,12.91,Uncommon
Ceres,Gabii ,(Survival),C,Lith C3 Relic,12.91,Uncommon
Ceres,Gabii ,(Survival),C,Lith B5 Relic,12.91,Uncommon
Ceres,Seimeni ,(Defense),A,Vitality,6.9,Rare
Ceres,Seimeni ,(Defense),A,Fast Deflection,6.9,Rare
Ceres,Seimeni ,(Defense),A,Rush,7.37,Rare
Ceres,Seimeni ,(Defense),A,Magazine Warp,6.9,Rare
Ceres,Seimeni ,(Defense),A,Trick Mag,6.9,Rare
Ceres,Seimeni ,(Defense),A,Pressure Point,1.01,Ultra Rare
Ceres,Seimeni ,(Defense),A,Ammo Drum,7.37,Rare
Ceres,Seimeni ,(Defense),A,Fast Hands,7.37,Rare
Ceres,Seimeni ,(Defense),A,True Punishment,1.01,Ultra Rare
Ceres,Seimeni ,(Defense),A,Lith H2 Relic,6.9,Rare
Ceres,Seimeni ,(Defense),A,Lith P1 Relic,6.9,Rare
Ceres,Seimeni ,(Defense),A,Lith O1 Relic,6.9,Rare
Ceres,Seimeni ,(Defense),A,Lith Z2 Relic,6.9,Rare
Ceres,Seimeni ,(Defense),A,Lith C3 Relic,6.9,Rare
Ceres,Seimeni ,(Defense),A,Lith B5 Relic,6.9,Rare
Ceres,Seimeni ,(Defense),B,Speed Trigger,8.43,Rare
Ceres,Seimeni ,(Defense),B,Fast Hands,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),B,Point Strike,8.43,Rare
Ceres,Seimeni ,(Defense),B,Vital Sense,8.43,Rare
Ceres,Seimeni ,(Defense),B,Piercing Hit,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),B,Metal Auger,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),B,Pistol Gambit,8.43,Rare
Ceres,Seimeni ,(Defense),B,Target Cracker,8.43,Rare
Ceres,Seimeni ,(Defense),B,No Return,8.43,Rare
Ceres,Seimeni ,(Defense),B,Ravage,8.43,Rare
Ceres,Seimeni ,(Defense),B,Blunderbuss,8.43,Rare
Ceres,Seimeni ,(Defense),B,Point Blank,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),B,Serration,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),B,Hornet Strike,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),B,Fury,0.67,Legendary
Ceres,Seimeni ,(Defense),B,Reflex Coil,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),B,Pressure Point,8.43,Rare
Ceres,Seimeni ,(Defense),B,True Punishment,0.67,Legendary
Ceres,Seimeni ,(Defense),B,Quickening,0.67,Legendary
Ceres,Seimeni ,(Defense),B,Meso T1 Relic,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),B,Meso Z1 Relic,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),B,Meso B2 Relic,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),B,Meso S8 Relic,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),B,Meso T3 Relic,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),B,Meso D3 Relic,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),B,Meso R1 Relic,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),C,Hellfire,7.59,Rare
Ceres,Seimeni ,(Defense),C,Heated Charge,7.59,Rare
Ceres,Seimeni ,(Defense),C,Molten Impact,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),C,Barrel Diffusion,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),C,Streamline,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),C,Intensify,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),C,Neo S7 Relic,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),C,Thunderbolt,0.4,Legendary
Ceres,Seimeni ,(Defense),C,50 Endo,7.59,Rare
Ceres,Seimeni ,(Defense),C,80 Endo,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),C,Neo M1 Relic,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),C,True Punishment,0.4,Legendary
Ceres,Seimeni ,(Defense),C,Quickening,0.4,Legendary
Ceres,Seimeni ,(Defense),C,Enduring Strike,0.4,Legendary
Ceres,Seimeni ,(Defense),C,Life Strike,0.4,Legendary
Ceres,Seimeni ,(Defense),C,Meso T1 Relic,7.59,Rare
Ceres,Seimeni ,(Defense),C,Meso Z1 Relic,7.59,Rare
Ceres,Seimeni ,(Defense),C,Meso B2 Relic,7.59,Rare
Ceres,Seimeni ,(Defense),C,Neo L1 Relic,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),C,Neo N8 Relic,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),C,Neo B5 Relic,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),C,Meso S8 Relic,7.59,Rare
Ceres,Seimeni ,(Defense),C,Meso T3 Relic,7.59,Rare
Ceres,Seimeni ,(Defense),C,Meso D3 Relic,7.59,Rare
Ceres,Seimeni ,(Defense),C,Meso R1 Relic,7.59,Rare
Ceres,Seimeni ,(Defense),C,Neo K2 Relic,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),C,Neo G1 Relic,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),C,Neo A2 Relic,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),C,Neo H2 Relic,1.58,Ultra Rare
Ceres,Seimeni ,(Defense),A,2000 Credits Cache,14.29,Uncommon
Ceres,Seimeni ,(Defense),A,2500 Credits Cache,14.29,Uncommon
Ceres,Seimeni ,(Defense),A,50 Endo,14.29,Uncommon
Ceres,Seimeni ,(Defense),A,80 Endo,14.29,Uncommon
Ceres,Seimeni ,(Defense),A,Steady Hands,14.29,Uncommon
Ceres,Seimeni ,(Defense),A,Stabilizer,14.29,Uncommon
Ceres,Seimeni ,(Defense),A,Power Throw,14.29,Uncommon
Ceres,Seimeni ,(Defense),B,Neo S7 Relic,2.51,Rare
Ceres,Seimeni ,(Defense),B,Neo M1 Relic,2.51,Rare
Ceres,Seimeni ,(Defense),B,Meso T1 Relic,11.06,Uncommon
Ceres,Seimeni ,(Defense),B,Meso Z1 Relic,11.06,Uncommon
Ceres,Seimeni ,(Defense),B,Meso B2 Relic,11.06,Uncommon
Ceres,Seimeni ,(Defense),B,Neo L1 Relic,2.51,Rare
Ceres,Seimeni ,(Defense),B,Neo N8 Relic,2.51,Rare
Ceres,Seimeni ,(Defense),B,Neo B5 Relic,2.51,Rare
Ceres,Seimeni ,(Defense),B,Meso S8 Relic,11.06,Uncommon
Ceres,Seimeni ,(Defense),B,Neo K2 Relic,2.51,Rare
Ceres,Seimeni ,(Defense),C,4000 Credits Cache,6.45,Rare
Ceres,Seimeni ,(Defense),C,5000 Credits Cache,6.45,Rare
Ceres,Seimeni ,(Defense),C,Power Throw,6.45,Rare
Ceres,Seimeni ,(Defense),C,Stretch,6.45,Rare
Ceres,Seimeni ,(Defense),C,Hell's Chamber,6.45,Rare
Ceres,Seimeni ,(Defense),C,Scorch,6.45,Rare
Ceres,Seimeni ,(Defense),C,Thermite Rounds,6.45,Rare
Ceres,Seimeni ,(Defense),C,Frostbite,7.52,Rare
Ceres,Seimeni ,(Defense),C,Frigid Blast,6.45,Rare
Ceres,Seimeni ,(Defense),C,Arrow Mutation,6.45,Rare
Ceres,Seimeni ,(Defense),C,Sniper Ammo Mutation,6.45,Rare
Ceres,Seimeni ,(Defense),C,Shotgun Ammo Mutation,6.45,Rare
