LongName,RelicTier,Relic,Tier,Item,Droprate,Droprate Category
Lith Z1 Relic (Flawless),Lith,Z1,Flawless,Fang Prime Handle,20.00,Uncommon
Lith Z1 Relic (Radiant),Lith,Z1,Radiant,Zephyr Prime Systems Blueprint,10.00,Uncommon
Lith Z1 Relic (Radiant),Lith,Z1,Radiant,Cernos Prime Blueprint,20.00,Uncommon
Lith Z1 Relic (Radiant),Lith,Z1,Radiant,Forma Blueprint,20.00,Uncommon
Lith Z1 Relic (Radiant),Lith,Z1,Radiant,Mirage Prime Neuroptics Blueprint,16.67,Uncommon
Lith Z1 Relic (Radiant),Lith,Z1,Radiant,Akbronco Prime Blueprint,16.67,Uncommon
Lith Z1 Relic (Radiant),Lith,Z1,Radiant,Fang Prime Handle,16.67,Uncommon
Lith Z2 Relic,Lith,Z2,Intact,Zephyr Prime Systems Blueprint,2.00,Rare
Lith Z2 Relic,Lith,Z2,Intact,Silva & Aegis Prime Blueprint,11.00,Uncommon
Lith Z2 Relic,Lith,Z2,Intact,Helios Prime Systems,11.00,Uncommon
Lith Z2 Relic,Lith,Z2,Intact,Akbronco Prime Blueprint,25.33,Uncommon
Lith Z2 Relic,Lith,Z2,Intact,Nami Skyla Prime Blueprint,25.33,Uncommon
Lith Z2 Relic,Lith,Z2,Intact,Forma Blueprint,25.33,Uncommon
Lith Z2 Relic (Exceptional),Lith,Z2,Exceptional,Zephyr Prime Systems Blueprint,4.00,Rare
Lith Z2 Relic (Exceptional),Lith,Z2,Exceptional,Silva & Aegis Prime Blueprint,13.00,Uncommon
Lith Z2 Relic (Exceptional),Lith,Z2,Exceptional,Helios Prime Systems,13.00,Uncommon
Lith Z2 Relic (Exceptional),Lith,Z2,Exceptional,Akbronco Prime Blueprint,23.33,Uncommon
Lith Z2 Relic (Exceptional),Lith,Z2,Exceptional,Nami Skyla Prime Blueprint,23.33,Uncommon
Lith Z2 Relic (Exceptional),Lith,Z2,Exceptional,Forma Blueprint,23.33,Uncommon
Lith Z2 Relic (Flawless),Lith,Z2,Flawless,Zephyr Prime Systems Blueprint,6.00,Rare
Lith Z2 Relic (Flawless),Lith,Z2,Flawless,Silva & Aegis Prime Blueprint,17.00,Uncommon
Lith Z2 Relic (Flawless),Lith,Z2,Flawless,Helios Prime Systems,17.00,Uncommon
Lith Z2 Relic (Flawless),Lith,Z2,Flawless,Akbronco Prime Blueprint,20.00,Uncommon
Lith Z2 Relic (Flawless),Lith,Z2,Flawless,Nami Skyla Prime Blueprint,20.00,Uncommon
Lith Z2 Relic (Flawless),Lith,Z2,Flawless,Forma Blueprint,20.00,Uncommon
Lith Z2 Relic (Radiant),Lith,Z2,Radiant,Zephyr Prime Systems Blueprint,10.00,Uncommon
Lith Z2 Relic (Radiant),Lith,Z2,Radiant,Silva & Aegis Prime Blueprint,20.00,Uncommon
Lith Z2 Relic (Radiant),Lith,Z2,Radiant,Helios Prime Systems,20.00,Uncommon
Lith Z2 Relic (Radiant),Lith,Z2,Radiant,Akbronco Prime Blueprint,16.67,Uncommon
Lith Z2 Relic (Radiant),Lith,Z2,Radiant,Nami Skyla Prime Blueprint,16.67,Uncommon
Lith Z2 Relic (Radiant),Lith,Z2,Radiant,Forma Blueprint,16.67,Uncommon
Meso B1 Relic,Meso,B1,Intact,Boar Prime Stock,2.00,Rare
Meso B1 Relic,Meso,B1,Intact,Dakra Prime Handle,25.33,Uncommon
Meso B1 Relic,Meso,B1,Intact,Mag Prime Chassis Blueprint,11.00,Uncommon
Meso B1 Relic,Meso,B1,Intact,Orthos Prime Handle,25.33,Uncommon
Meso B1 Relic,Meso,B1,Intact,Orthos Prime Blueprint,11.00,Uncommon
Meso B1 Relic,Meso,B1,Intact,Forma Blueprint,25.33,Uncommon
Meso B1 Relic (Exceptional),Meso,B1,Exceptional,Boar Prime Stock,4.00,Rare
Meso B1 Relic (Exceptional),Meso,B1,Exceptional,Dakra Prime Handle,23.33,Uncommon
Meso B1 Relic (Exceptional),Meso,B1,Exceptional,Mag Prime Chassis Blueprint,13.00,Uncommon
Meso B1 Relic (Exceptional),Meso,B1,Exceptional,Orthos Prime Handle,23.33,Uncommon
Meso B1 Relic (Exceptional),Meso,B1,Exceptional,Orthos Prime Blueprint,13.00,Uncommon
Meso B1 Relic (Exceptional),Meso,B1,Exceptional,Forma Blueprint,23.33,Uncommon
Meso B1 Relic (Flawless),Meso,B1,Flawless,Boar Prime Stock,6.00,Rare
Meso B1 Relic (Flawless),Meso,B1,Flawless,Dakra Prime Handle,20.00,Uncommon
Meso B1 Relic (Flawless),Meso,B1,Flawless,Mag Prime Chassis Blueprint,17.00,Uncommon
Meso B1 Relic (Flawless),Meso,B1,Flawless,Orthos Prime Handle,20.00,Uncommon
Meso B1 Relic (Flawless),Meso,B1,Flawless,Orthos Prime Blueprint,17.00,Uncommon
Meso B1 Relic (Flawless),Meso,B1,Flawless,Forma Blueprint,20.00,Uncommon
Meso B1 Relic (Radiant),Meso,B1,Radiant,Boar Prime Stock,10.00,Uncommon
Meso B1 Relic (Radiant),Meso,B1,Radiant,Dakra Prime Handle,16.67,Uncommon
Meso B1 Relic (Radiant),Meso,B1,Radiant,Mag Prime Chassis Blueprint,20.00,Uncommon
Meso B1 Relic (Radiant),Meso,B1,Radiant,Orthos Prime Handle,16.67,Uncommon
Meso B1 Relic (Radiant),Meso,B1,Radiant,Orthos Prime Blueprint,20.00,Uncommon
Meso B1 Relic (Radiant),Meso,B1,Radiant,Forma Blueprint,16.67,Uncommon
Meso B2 Relic,Meso,B2,Intact,Banshee Prime Chassis Blueprint,2.00,Rare
Meso B2 Relic,Meso,B2,Intact,Hydroid Prime Blueprint,11.00,Uncommon
Meso B2 Relic,Meso,B2,Intact,Kronen Prime Handle,11.00,Uncommon
Meso B2 Relic,Meso,B2,Intact,Braton Prime Blueprint,25.33,Uncommon
Meso B2 Relic,Meso,B2,Intact,Oberon Prime Chassis Blueprint,25.33,Uncommon
Meso B2 Relic,Meso,B2,Intact,Silva & Aegis Prime Hilt,25.33,Uncommon
Meso B2 Relic (Exceptional),Meso,B2,Exceptional,Banshee Prime Chassis Blueprint,4.00,Rare
Meso B2 Relic (Exceptional),Meso,B2,Exceptional,Hydroid Prime Blueprint,13.00,Uncommon
Meso B2 Relic (Exceptional),Meso,B2,Exceptional,Kronen Prime Handle,13.00,Uncommon
Meso B2 Relic (Exceptional),Meso,B2,Exceptional,Braton Prime Blueprint,23.33,Uncommon
Meso B2 Relic (Exceptional),Meso,B2,Exceptional,Oberon Prime Chassis Blueprint,23.33,Uncommon
Meso B2 Relic (Exceptional),Meso,B2,Exceptional,Silva & Aegis Prime Hilt,23.33,Uncommon
Meso B2 Relic (Flawless),Meso,B2,Flawless,Banshee Prime Chassis Blueprint,6.00,Rare
Meso B2 Relic (Flawless),Meso,B2,Flawless,Hydroid Prime Blueprint,17.00,Uncommon
Meso B2 Relic (Flawless),Meso,B2,Flawless,Kronen Prime Handle,17.00,Uncommon
Meso B2 Relic (Flawless),Meso,B2,Flawless,Braton Prime Blueprint,20.00,Uncommon
Meso B2 Relic (Flawless),Meso,B2,Flawless,Oberon Prime Chassis Blueprint,20.00,Uncommon
Meso B2 Relic (Flawless),Meso,B2,Flawless,Silva & Aegis Prime Hilt,20.00,Uncommon
Meso B2 Relic (Radiant),Meso,B2,Radiant,Banshee Prime Chassis Blueprint,10.00,Uncommon
Meso B2 Relic (Radiant),Meso,B2,Radiant,Hydroid Prime Blueprint,20.00,Uncommon
Meso B2 Relic (Radiant),Meso,B2,Radiant,Kronen Prime Handle,20.00,Uncommon
Meso B2 Relic (Radiant),Meso,B2,Radiant,Braton Prime Blueprint,16.67,Uncommon
Meso B2 Relic (Radiant),Meso,B2,Radiant,Oberon Prime Chassis Blueprint,16.67,Uncommon
Meso B2 Relic (Radiant),Meso,B2,Radiant,Silva & Aegis Prime Hilt,16.67,Uncommon
Meso C1 Relic,Meso,C1,Intact,Carrier Prime Cerebrum,2.00,Rare
Meso C1 Relic,Meso,C1,Intact,Nova Prime Neuroptics Blueprint,25.33,Uncommon
Meso C1 Relic,Meso,C1,Intact,Forma Blueprint,25.33,Uncommon
Meso C1 Relic,Meso,C1,Intact,Scindo Prime Handle,11.00,Uncommon
Meso C1 Relic,Meso,C1,Intact,Saryn Prime Systems Blueprint,25.33,Uncommon
Meso C1 Relic,Meso,C1,Intact,Ash Prime Blueprint,11.00,Uncommon
Meso C1 Relic (Exceptional),Meso,C1,Exceptional,Carrier Prime Cerebrum,4.00,Rare
Meso C1 Relic (Exceptional),Meso,C1,Exceptional,Nova Prime Neuroptics Blueprint,23.33,Uncommon
Meso C1 Relic (Exceptional),Meso,C1,Exceptional,Forma Blueprint,23.33,Uncommon
Meso C1 Relic (Exceptional),Meso,C1,Exceptional,Scindo Prime Handle,13.00,Uncommon
Meso C1 Relic (Exceptional),Meso,C1,Exceptional,Saryn Prime Systems Blueprint,23.33,Uncommon
Meso C1 Relic (Exceptional),Meso,C1,Exceptional,Ash Prime Blueprint,13.00,Uncommon
Meso C1 Relic (Flawless),Meso,C1,Flawless,Carrier Prime Cerebrum,6.00,Rare
Meso C1 Relic (Flawless),Meso,C1,Flawless,Nova Prime Neuroptics Blueprint,20.00,Uncommon
Meso C1 Relic (Flawless),Meso,C1,Flawless,Forma Blueprint,20.00,Uncommon
Meso C1 Relic (Flawless),Meso,C1,Flawless,Scindo Prime Handle,17.00,Uncommon
Meso C1 Relic (Flawless),Meso,C1,Flawless,Saryn Prime Systems Blueprint,20.00,Uncommon
Meso C1 Relic (Flawless),Meso,C1,Flawless,Ash Prime Blueprint,17.00,Uncommon
Meso C1 Relic (Radiant),Meso,C1,Radiant,Carrier Prime Cerebrum,10.00,Uncommon
Meso C1 Relic (Radiant),Meso,C1,Radiant,Nova Prime Neuroptics Blueprint,16.67,Uncommon
Meso C1 Relic (Radiant),Meso,C1,Radiant,Forma Blueprint,16.67,Uncommon
Meso C1 Relic (Radiant),Meso,C1,Radiant,Scindo Prime Handle,20.00,Uncommon
Meso C1 Relic (Radiant),Meso,C1,Radiant,Saryn Prime Systems Blueprint,16.67,Uncommon
Meso C1 Relic (Radiant),Meso,C1,Radiant,Ash Prime Blueprint,20.00,Uncommon
Meso C2 Relic,Meso,C2,Intact,Carrier Prime Cerebrum,2.00,Rare
Meso C2 Relic,Meso,C2,Intact,Valkyr Prime Neuroptics Blueprint,11.00,Uncommon
Meso C2 Relic,Meso,C2,Intact,Odonata Prime Blueprint,11.00,Uncommon
Meso C2 Relic,Meso,C2,Intact,Cernos Prime Upper Limb,25.33,Uncommon
Meso C2 Relic,Meso,C2,Intact,Bronco Prime Blueprint,25.33,Uncommon
Meso C2 Relic,Meso,C2,Intact,Galatine Prime Blade,25.33,Uncommon
Meso C2 Relic (Exceptional),Meso,C2,Exceptional,Carrier Prime Cerebrum,4.00,Rare
Meso C2 Relic (Exceptional),Meso,C2,Exceptional,Valkyr Prime Neuroptics Blueprint,13.00,Uncommon
Meso C2 Relic (Exceptional),Meso,C2,Exceptional,Odonata Prime Blueprint,13.00,Uncommon
Meso C2 Relic (Exceptional),Meso,C2,Exceptional,Cernos Prime Upper Limb,23.33,Uncommon
Meso C2 Relic (Exceptional),Meso,C2,Exceptional,Bronco Prime Blueprint,23.33,Uncommon
Meso C2 Relic (Exceptional),Meso,C2,Exceptional,Galatine Prime Blade,23.33,Uncommon
Meso C2 Relic (Flawless),Meso,C2,Flawless,Carrier Prime Cerebrum,6.00,Rare
Meso C2 Relic (Flawless),Meso,C2,Flawless,Valkyr Prime Neuroptics Blueprint,17.00,Uncommon
Meso C2 Relic (Flawless),Meso,C2,Flawless,Odonata Prime Blueprint,17.00,Uncommon
Meso C2 Relic (Flawless),Meso,C2,Flawless,Cernos Prime Upper Limb,20.00,Uncommon
Meso C2 Relic (Flawless),Meso,C2,Flawless,Bronco Prime Blueprint,20.00,Uncommon
Meso C2 Relic (Flawless),Meso,C2,Flawless,Galatine Prime Blade,20.00,Uncommon
Meso C2 Relic (Radiant),Meso,C2,Radiant,Carrier Prime Cerebrum,10.00,Uncommon
Meso C2 Relic (Radiant),Meso,C2,Radiant,Valkyr Prime Neuroptics Blueprint,20.00,Uncommon
Meso C2 Relic (Radiant),Meso,C2,Radiant,Odonata Prime Blueprint,20.00,Uncommon
Meso C2 Relic (Radiant),Meso,C2,Radiant,Cernos Prime Upper Limb,16.67,Uncommon
Meso C2 Relic (Radiant),Meso,C2,Radiant,Bronco Prime Blueprint,16.67,Uncommon
Meso C2 Relic (Radiant),Meso,C2,Radiant,Galatine Prime Blade,16.67,Uncommon
Meso C3 Relic,Meso,C3,Intact,Cernos Prime Lower Limb,2.00,Rare
Meso C3 Relic,Meso,C3,Intact,Saryn Prime Blueprint,11.00,Uncommon
Meso C3 Relic,Meso,C3,Intact,Helios Prime Blueprint,11.00,Uncommon
Meso C3 Relic,Meso,C3,Intact,Lex Prime Blueprint,25.33,Uncommon
Meso C3 Relic,Meso,C3,Intact,Nami Skyla Prime Blueprint,25.33,Uncommon
Meso C3 Relic,Meso,C3,Intact,Burston Prime Stock,25.33,Uncommon
Meso C3 Relic (Exceptional),Meso,C3,Exceptional,Cernos Prime Lower Limb,4.00,Rare
Meso C3 Relic (Exceptional),Meso,C3,Exceptional,Saryn Prime Blueprint,13.00,Uncommon
Meso C3 Relic (Exceptional),Meso,C3,Exceptional,Helios Prime Blueprint,13.00,Uncommon
Meso C3 Relic (Exceptional),Meso,C3,Exceptional,Lex Prime Blueprint,23.33,Uncommon
Meso C3 Relic (Exceptional),Meso,C3,Exceptional,Nami Skyla Prime Blueprint,23.33,Uncommon
Meso C3 Relic (Exceptional),Meso,C3,Exceptional,Burston Prime Stock,23.33,Uncommon
Meso C3 Relic (Flawless),Meso,C3,Flawless,Cernos Prime Lower Limb,6.00,Rare
Meso C3 Relic (Flawless),Meso,C3,Flawless,Saryn Prime Blueprint,17.00,Uncommon
Meso C3 Relic (Flawless),Meso,C3,Flawless,Helios Prime Blueprint,17.00,Uncommon
Meso C3 Relic (Flawless),Meso,C3,Flawless,Lex Prime Blueprint,20.00,Uncommon
Meso C3 Relic (Flawless),Meso,C3,Flawless,Nami Skyla Prime Blueprint,20.00,Uncommon
Meso C3 Relic (Flawless),Meso,C3,Flawless,Burston Prime Stock,20.00,Uncommon
Meso C3 Relic (Radiant),Meso,C3,Radiant,Cernos Prime Lower Limb,10.00,Uncommon
Meso C3 Relic (Radiant),Meso,C3,Radiant,Saryn Prime Blueprint,20.00,Uncommon
Meso C3 Relic (Radiant),Meso,C3,Radiant,Helios Prime Blueprint,20.00,Uncommon
Meso C3 Relic (Radiant),Meso,C3,Radiant,Lex Prime Blueprint,16.67,Uncommon
Meso C3 Relic (Radiant),Meso,C3,Radiant,Nami Skyla Prime Blueprint,16.67,Uncommon
Meso C3 Relic (Radiant),Meso,C3,Radiant,Burston Prime Stock,16.67,Uncommon
Meso D1 Relic,Meso,D1,Intact,Orthos Prime Handle,25.33,Uncommon
Meso D1 Relic,Meso,D1,Intact,Forma Blueprint,11.00,Uncommon
Meso D1 Relic,Meso,D1,Intact,Orthos Prime Blade,11.00,Uncommon
Meso D1 Relic,Meso,D1,Intact,Dual Kamas Prime Blade,2.00,Rare
Meso D1 Relic,Meso,D1,Intact,Lex Prime Blueprint,25.33,Uncommon
Meso D1 Relic,Meso,D1,Intact,Forma Blueprint,25.33,Uncommon
Meso D1 Relic (Exceptional),Meso,D1,Exceptional,Orthos Prime Handle,23.33,Uncommon
Meso D1 Relic (Exceptional),Meso,D1,Exceptional,Forma Blueprint,13.00,Uncommon
Meso D1 Relic (Exceptional),Meso,D1,Exceptional,Orthos Prime Blade,13.00,Uncommon
Meso D1 Relic (Exceptional),Meso,D1,Exceptional,Dual Kamas Prime Blade,4.00,Rare
Meso D1 Relic (Exceptional),Meso,D1,Exceptional,Lex Prime Blueprint,23.33,Uncommon
Meso D1 Relic (Exceptional),Meso,D1,Exceptional,Forma Blueprint,23.33,Uncommon
Meso D1 Relic (Flawless),Meso,D1,Flawless,Orthos Prime Handle,20.00,Uncommon
Meso D1 Relic (Flawless),Meso,D1,Flawless,Forma Blueprint,17.00,Uncommon
Meso D1 Relic (Flawless),Meso,D1,Flawless,Orthos Prime Blade,17.00,Uncommon
Meso D1 Relic (Flawless),Meso,D1,Flawless,Dual Kamas Prime Blade,6.00,Rare
Meso D1 Relic (Flawless),Meso,D1,Flawless,Lex Prime Blueprint,20.00,Uncommon
Meso D1 Relic (Flawless),Meso,D1,Flawless,Forma Blueprint,20.00,Uncommon
Meso D1 Relic (Radiant),Meso,D1,Radiant,Orthos Prime Handle,16.67,Uncommon
Meso D1 Relic (Radiant),Meso,D1,Radiant,Forma Blueprint,20.00,Uncommon
Meso D1 Relic (Radiant),Meso,D1,Radiant,Orthos Prime Blade,20.00,Uncommon
Meso D1 Relic (Radiant),Meso,D1,Radiant,Dual Kamas Prime Blade,10.00,Uncommon
Meso D1 Relic (Radiant),Meso,D1,Radiant,Lex Prime Blueprint,16.67,Uncommon
Meso D1 Relic (Radiant),Meso,D1,Radiant,Forma Blueprint,16.67,Uncommon
Meso D2 Relic,Meso,D2,Intact,Destreza Prime Blade,2.00,Rare
Meso D2 Relic,Meso,D2,Intact,Valkyr Prime Neuroptics Blueprint,11.00,Uncommon
Meso D2 Relic,Meso,D2,Intact,Helios Prime Systems,11.00,Uncommon
Meso D2 Relic,Meso,D2,Intact,Paris Prime Lower Limb,25.33,Uncommon
Meso D2 Relic,Meso,D2,Intact,Lex Prime Receiver,25.33,Uncommon
Meso D2 Relic,Meso,D2,Intact,Forma Blueprint,25.33,Uncommon
Meso D2 Relic (Exceptional),Meso,D2,Exceptional,Destreza Prime Blade,4.00,Rare
Meso D2 Relic (Exceptional),Meso,D2,Exceptional,Valkyr Prime Neuroptics Blueprint,13.00,Uncommon
Meso D2 Relic (Exceptional),Meso,D2,Exceptional,Helios Prime Systems,13.00,Uncommon
Meso D2 Relic (Exceptional),Meso,D2,Exceptional,Paris Prime Lower Limb,23.33,Uncommon
Meso D2 Relic (Exceptional),Meso,D2,Exceptional,Lex Prime Receiver,23.33,Uncommon
Meso D2 Relic (Exceptional),Meso,D2,Exceptional,Forma Blueprint,23.33,Uncommon
Meso D2 Relic (Flawless),Meso,D2,Flawless,Destreza Prime Blade,6.00,Rare
Meso D2 Relic (Flawless),Meso,D2,Flawless,Valkyr Prime Neuroptics Blueprint,17.00,Uncommon
Meso D2 Relic (Flawless),Meso,D2,Flawless,Helios Prime Systems,17.00,Uncommon
Meso D2 Relic (Flawless),Meso,D2,Flawless,Paris Prime Lower Limb,20.00,Uncommon
Meso D2 Relic (Flawless),Meso,D2,Flawless,Lex Prime Receiver,20.00,Uncommon
Meso D2 Relic (Flawless),Meso,D2,Flawless,Forma Blueprint,20.00,Uncommon
Meso D2 Relic (Radiant),Meso,D2,Radiant,Destreza Prime Blade,10.00,Uncommon
Meso D2 Relic (Radiant),Meso,D2,Radiant,Valkyr Prime Neuroptics Blueprint,20.00,Uncommon
Meso D2 Relic (Radiant),Meso,D2,Radiant,Helios Prime Systems,20.00,Uncommon
Meso D2 Relic (Radiant),Meso,D2,Radiant,Paris Prime Lower Limb,16.67,Uncommon
Meso D2 Relic (Radiant),Meso,D2,Radiant,Lex Prime Receiver,16.67,Uncommon
Meso D2 Relic (Radiant),Meso,D2,Radiant,Forma Blueprint,16.67,Uncommon
Meso D3 Relic,Meso,D3,Intact,Destreza Prime Blade,2.00,Rare
Meso D3 Relic,Meso,D3,Intact,Nami Skyla Prime Handle,11.00,Uncommon
Meso D3 Relic,Meso,D3,Intact,Kronen Prime Handle,11.00,Uncommon
Meso D3 Relic,Meso,D3,Intact,Akbolto Prime Blueprint,25.33,Uncommon
Meso D3 Relic,Meso,D3,Intact,Fang Prime Handle,25.33,Uncommon
Meso D3 Relic,Meso,D3,Intact,Braton Prime Stock,25.33,Uncommon
Meso D3 Relic (Exceptional),Meso,D3,Exceptional,Destreza Prime Blade,4.00,Rare
Meso D3 Relic (Exceptional),Meso,D3,Exceptional,Nami Skyla Prime Handle,13.00,Uncommon
Meso D3 Relic (Exceptional),Meso,D3,Exceptional,Kronen Prime Handle,13.00,Uncommon
Meso D3 Relic (Exceptional),Meso,D3,Exceptional,Akbolto Prime Blueprint,23.33,Uncommon
Meso D3 Relic (Exceptional),Meso,D3,Exceptional,Fang Prime Handle,23.33,Uncommon
Meso D3 Relic (Exceptional),Meso,D3,Exceptional,Braton Prime Stock,23.33,Uncommon
Meso D3 Relic (Flawless),Meso,D3,Flawless,Destreza Prime Blade,6.00,Rare
Meso D3 Relic (Flawless),Meso,D3,Flawless,Nami Skyla Prime Handle,17.00,Uncommon
Meso D3 Relic (Flawless),Meso,D3,Flawless,Kronen Prime Handle,17.00,Uncommon
Meso D3 Relic (Flawless),Meso,D3,Flawless,Akbolto Prime Blueprint,20.00,Uncommon
Meso D3 Relic (Flawless),Meso,D3,Flawless,Fang Prime Handle,20.00,Uncommon
Meso D3 Relic (Flawless),Meso,D3,Flawless,Braton Prime Stock,20.00,Uncommon
Meso D3 Relic (Radiant),Meso,D3,Radiant,Destreza Prime Blade,10.00,Uncommon
Meso D3 Relic (Radiant),Meso,D3,Radiant,Nami Skyla Prime Handle,20.00,Uncommon
Meso D3 Relic (Radiant),Meso,D3,Radiant,Kronen Prime Handle,20.00,Uncommon
Meso D3 Relic (Radiant),Meso,D3,Radiant,Akbolto Prime Blueprint,16.67,Uncommon
Meso D3 Relic (Radiant),Meso,D3,Radiant,Fang Prime Handle,16.67,Uncommon
Meso D3 Relic (Radiant),Meso,D3,Radiant,Braton Prime Stock,16.67,Uncommon
Meso E1 Relic,Meso,E1,Intact,Ember Prime Blueprint,2.00,Rare
Meso E1 Relic,Meso,E1,Intact,Wyrm Prime Systems,11.00,Uncommon
Meso E1 Relic,Meso,E1,Intact,Forma Blueprint,11.00,Uncommon
Meso E1 Relic,Meso,E1,Intact,Bo Prime Ornament,25.33,Uncommon
Meso E1 Relic,Meso,E1,Intact,Frost Prime Chassis Blueprint,25.33,Uncommon
Meso E1 Relic,Meso,E1,Intact,Latron Prime Barrel,25.33,Uncommon
Meso E1 Relic (Exceptional),Meso,E1,Exceptional,Ember Prime Blueprint,4.00,Rare
Meso E1 Relic (Exceptional),Meso,E1,Exceptional,Wyrm Prime Systems,13.00,Uncommon
Meso E1 Relic (Exceptional),Meso,E1,Exceptional,Forma Blueprint,13.00,Uncommon
Meso E1 Relic (Exceptional),Meso,E1,Exceptional,Bo Prime Ornament,23.33,Uncommon
Meso E1 Relic (Exceptional),Meso,E1,Exceptional,Frost Prime Chassis Blueprint,23.33,Uncommon
Meso E1 Relic (Exceptional),Meso,E1,Exceptional,Latron Prime Barrel,23.33,Uncommon
Meso E1 Relic (Flawless),Meso,E1,Flawless,Ember Prime Blueprint,6.00,Rare
Meso E1 Relic (Flawless),Meso,E1,Flawless,Wyrm Prime Systems,17.00,Uncommon
Meso E1 Relic (Flawless),Meso,E1,Flawless,Forma Blueprint,17.00,Uncommon
Meso E1 Relic (Flawless),Meso,E1,Flawless,Bo Prime Ornament,20.00,Uncommon
Meso E1 Relic (Flawless),Meso,E1,Flawless,Frost Prime Chassis Blueprint,20.00,Uncommon
Meso E1 Relic (Flawless),Meso,E1,Flawless,Latron Prime Barrel,20.00,Uncommon
Meso E1 Relic (Radiant),Meso,E1,Radiant,Ember Prime Blueprint,10.00,Uncommon
Meso E1 Relic (Radiant),Meso,E1,Radiant,Wyrm Prime Systems,20.00,Uncommon
Meso E1 Relic (Radiant),Meso,E1,Radiant,Forma Blueprint,20.00,Uncommon
Meso E1 Relic (Radiant),Meso,E1,Radiant,Bo Prime Ornament,16.67,Uncommon
Meso E1 Relic (Radiant),Meso,E1,Radiant,Frost Prime Chassis Blueprint,16.67,Uncommon
Meso E1 Relic (Radiant),Meso,E1,Radiant,Latron Prime Barrel,16.67,Uncommon
Meso F1 Relic,Meso,F1,Intact,Fragor Prime Blueprint,2.00,Rare
Meso F1 Relic,Meso,F1,Intact,Nekros Prime Neuroptics Blueprint,11.00,Uncommon
Meso F1 Relic,Meso,F1,Intact,Dual Kamas Prime Handle,11.00,Uncommon
Meso F1 Relic,Meso,F1,Intact,Bronco Prime Receiver,25.33,Uncommon
Meso F1 Relic,Meso,F1,Intact,Paris Prime Lower Limb,25.33,Uncommon
Meso F1 Relic,Meso,F1,Intact,Saryn Prime Systems Blueprint,25.33,Uncommon
Meso F1 Relic (Exceptional),Meso,F1,Exceptional,Fragor Prime Blueprint,4.00,Rare
Meso F1 Relic (Exceptional),Meso,F1,Exceptional,Nekros Prime Neuroptics Blueprint,13.00,Uncommon
Meso F1 Relic (Exceptional),Meso,F1,Exceptional,Dual Kamas Prime Handle,13.00,Uncommon
Meso F1 Relic (Exceptional),Meso,F1,Exceptional,Bronco Prime Receiver,23.33,Uncommon
Meso F1 Relic (Exceptional),Meso,F1,Exceptional,Paris Prime Lower Limb,23.33,Uncommon
Meso F1 Relic (Exceptional),Meso,F1,Exceptional,Saryn Prime Systems Blueprint,23.33,Uncommon
Meso F1 Relic (Flawless),Meso,F1,Flawless,Fragor Prime Blueprint,6.00,Rare
Meso F1 Relic (Flawless),Meso,F1,Flawless,Nekros Prime Neuroptics Blueprint,17.00,Uncommon
Meso F1 Relic (Flawless),Meso,F1,Flawless,Dual Kamas Prime Handle,17.00,Uncommon
Meso F1 Relic (Flawless),Meso,F1,Flawless,Bronco Prime Receiver,20.00,Uncommon
Meso F1 Relic (Flawless),Meso,F1,Flawless,Paris Prime Lower Limb,20.00,Uncommon
Meso F1 Relic (Flawless),Meso,F1,Flawless,Saryn Prime Systems Blueprint,20.00,Uncommon
Meso F1 Relic (Radiant),Meso,F1,Radiant,Fragor Prime Blueprint,10.00,Uncommon
Meso F1 Relic (Radiant),Meso,F1,Radiant,Nekros Prime Neuroptics Blueprint,20.00,Uncommon
Meso F1 Relic (Radiant),Meso,F1,Radiant,Dual Kamas Prime Handle,20.00,Uncommon
Meso F1 Relic (Radiant),Meso,F1,Radiant,Bronco Prime Receiver,16.67,Uncommon
Meso F1 Relic (Radiant),Meso,F1,Radiant,Paris Prime Lower Limb,16.67,Uncommon
Meso F1 Relic (Radiant),Meso,F1,Radiant,Saryn Prime Systems Blueprint,16.67,Uncommon
Meso F2 Relic,Meso,F2,Intact,Frost Prime Blueprint,2.00,Rare
Meso F2 Relic,Meso,F2,Intact,Reaper Prime Blade,11.00,Uncommon
Meso F2 Relic,Meso,F2,Intact,Forma Blueprint,11.00,Uncommon
Meso F2 Relic,Meso,F2,Intact,Latron Prime Stock,25.33,Uncommon
Meso F2 Relic,Meso,F2,Intact,Ember Prime Chassis Blueprint,25.33,Uncommon
Meso F2 Relic,Meso,F2,Intact,Sicarus Prime Barrel,25.33,Uncommon
Meso F2 Relic (Exceptional),Meso,F2,Exceptional,Frost Prime Blueprint,4.00,Rare
Meso F2 Relic (Exceptional),Meso,F2,Exceptional,Reaper Prime Blade,13.00,Uncommon
Meso F2 Relic (Exceptional),Meso,F2,Exceptional,Forma Blueprint,13.00,Uncommon
Meso F2 Relic (Exceptional),Meso,F2,Exceptional,Latron Prime Stock,23.33,Uncommon
Meso F2 Relic (Exceptional),Meso,F2,Exceptional,Ember Prime Chassis Blueprint,23.33,Uncommon
Meso F2 Relic (Exceptional),Meso,F2,Exceptional,Sicarus Prime Barrel,23.33,Uncommon
Meso F2 Relic (Flawless),Meso,F2,Flawless,Frost Prime Blueprint,6.00,Rare
Meso F2 Relic (Flawless),Meso,F2,Flawless,Reaper Prime Blade,17.00,Uncommon
Meso F2 Relic (Flawless),Meso,F2,Flawless,Forma Blueprint,17.00,Uncommon
